,acc,f1_m,loss,mean_absolute_error,precision_m,recall_m,val_acc,val_f1_m,val_loss,val_mean_absolute_error,val_precision_m,val_recall_m
0,0.06144008785486221,0.004689754452556372,3.3994514892457226,0.05824744701385498,0.0416666641831398,0.002500000176951289,0.16287878155708313,0.031265027821063995,3.047094883742156,0.05616258457303047,0.277777761220932,0.01666666753590107
1,0.2688351273536682,0.1128082200884819,2.506582456792365,0.0512942299246788,0.4946295917034149,0.06653595715761185,0.3958333432674408,0.20147772133350372,2.0899129885214345,0.04694675654172897,0.6765431761741638,0.12037037312984467
2,0.4083958864212036,0.2838055193424225,1.9426118147714555,0.04445827379822731,0.686402440071106,0.1844935119152069,0.4545454680919647,0.32136741280555725,1.809490821979664,0.04300624132156372,0.7327454090118408,0.21018515527248383
3,0.499582976102829,0.41993120312690735,1.6194430003406142,0.03923981636762619,0.7355915307998657,0.30148690938949585,0.5151515007019043,0.3870899975299835,1.6026766785868891,0.03951765596866608,0.7615773677825928,0.2648147940635681
4,0.5699193477630615,0.5148895382881165,1.365398879643775,0.03472694382071495,0.7623187303543091,0.39612752199172974,0.6022727489471436,0.5147249698638916,1.399397408520734,0.03407120704650879,0.7464171648025513,0.39537033438682556
5,0.618293046951294,0.571540355682373,1.2104453662716417,0.03157442808151245,0.775166928768158,0.4592319428920746,0.6325757503509521,0.5648804306983948,1.274248547024197,0.03144998103380203,0.7467331290245056,0.4574074149131775
6,0.6686127185821533,0.6403241753578186,1.0550949488012267,0.028232140466570854,0.7986600995063782,0.5409477353096008,0.6117424368858337,0.5980656147003174,1.3103051936184917,0.03127245232462883,0.7869170308113098,0.487962931394577
7,0.7108701467514038,0.6925439834594727,0.8833182731501951,0.024855632334947586,0.8160123229026794,0.6072548627853394,0.6515151262283325,0.6315906047821045,1.1483997702598572,0.027590109035372734,0.7507694959640503,0.549074113368988
8,0.7180984020233154,0.7021717429161072,0.843142248207508,0.023735951632261276,0.8147644996643066,0.6208006739616394,0.6742424368858337,0.6615881323814392,1.1021254040576793,0.026707949116826057,0.7714725136756897,0.5824074745178223
9,0.7814845442771912,0.7679724097251892,0.6770719051990769,0.019849758595228195,0.8542565107345581,0.7011438608169556,0.626893937587738,0.6225970983505249,1.2369818687438965,0.026438843458890915,0.6934524774551392,0.5675926208496094
10,0.7856547236442566,0.7845770120620728,0.6248012171343097,0.018498823046684265,0.8549535274505615,0.7281371355056763,0.6704545617103577,0.687067449092865,1.0428735128155462,0.02352241985499859,0.7718427181243896,0.6231482028961182
11,0.812899649143219,0.8125499486923218,0.5454790415136158,0.016551295295357704,0.8724604845046997,0.7631863355636597,0.689393937587738,0.7009196877479553,1.0228574695410553,0.022385377436876297,0.7694732546806335,0.6462962627410889
12,0.8304142355918884,0.8240467309951782,0.5047248946003096,0.015409151092171669,0.8732888698577881,0.782254695892334,0.6761363744735718,0.6883170008659363,1.0599405544775504,0.022563980892300606,0.7568614482879639,0.6342591643333435
13,0.8659994602203369,0.8611390590667725,0.3924805804908955,0.012711751274764538,0.9011322855949402,0.8265686631202698,0.7178030014038086,0.7345442175865173,0.9569009134063015,0.020002687349915504,0.7772293090820312,0.6981481909751892
14,0.8551570773124695,0.8569961786270142,0.4075635605540115,0.012964998371899128,0.8932302594184875,0.8254085183143616,0.7045454382896423,0.694068193435669,1.127388236699281,0.020970158278942108,0.7423533201217651,0.6537037491798401
15,0.8849040865898132,0.8813967108726501,0.320186426119984,0.01060054823756218,0.9106413722038269,0.8551309108734131,0.7083333134651184,0.709103524684906,1.086232308988218,0.01994473673403263,0.7547923922538757,0.6712962985038757
16,0.9068668484687805,0.9044159650802612,0.27763316418881345,0.009277383796870708,0.9281219244003296,0.8832352757453918,0.6875,0.7005361914634705,1.1963520646095276,0.0209464393556118,0.7439597845077515,0.6638889312744141
17,0.9171531796455383,0.9177311658859253,0.24818723530099232,0.008252577856183052,0.9338330626487732,0.9030554294586182,0.7196969985961914,0.7199447751045227,1.1532427812064137,0.01970374956727028,0.7580839991569519,0.6870369911193848
18,0.9185432195663452,0.9188981056213379,0.23363850627188754,0.007988950237631798,0.9361596703529358,0.903136670589447,0.7140151262283325,0.7150532603263855,1.2570558609785858,0.019170070067048073,0.739296019077301,0.6935185194015503
19,0.9296635985374451,0.9296709895133972,0.19327867876407934,0.006678006611764431,0.9428578019142151,0.9174509048461914,0.7253788113594055,0.7267153859138489,1.2524164098280448,0.018871350213885307,0.7531180381774902,0.7027777433395386
20,0.9371698498725891,0.9380499720573425,0.18014585078881123,0.00628315145149827,0.9491986036300659,0.9276791214942932,0.7064393758773804,0.7085906267166138,1.2758652126347576,0.019096599891781807,0.7268843650817871,0.6916665434837341
21,0.9380038976669312,0.937799334526062,0.18308939118624926,0.006254747975617647,0.9489529132843018,0.9274994730949402,0.6988636255264282,0.7087253332138062,1.3570720001503274,0.019082684069871902,0.7235928177833557,0.6953704357147217
22,0.9410619735717773,0.9417392015457153,0.169434901880976,0.005781539250165224,0.9508827328681946,0.9333329796791077,0.6969696879386902,0.701336681842804,1.3173097217524494,0.01912260800600052,0.720021665096283,0.684259295463562
23,0.9671948552131653,0.9662869572639465,0.09971323471297845,0.0037707537412643433,0.9706102013587952,0.962221622467041,0.7140151262283325,0.716926097869873,1.4233725313787107,0.0184799637645483,0.7366390824317932,0.6990741491317749
24,0.9102029204368591,0.9119501113891602,0.26093104363061553,0.007524183951318264,0.9236519932746887,0.9011110663414001,0.7310606241226196,0.7334128618240356,1.159927342776899,0.017967408522963524,0.7542237043380737,0.7148148417472839
